reviews,reviewer_country,review_date,review_rating,verified
tried check required certificate insurance covid travel tried 2 hour get issued bank travel insurance department could issue certificate closed 1830 long time got cover letter bank sent told missed check 2 minute would let board missed flight contacted ba tried rebook another departure flight told missed departing flight return flight automatically cancelled ba policy worked new price book flight price £3500 originally paid £1500 flight search google found flight £1100 flying air mauritius returning ba flight originally supposed return unfortunately ba made miss 2 day holiday searched hour could find anywhere ba site needed insurance document checked mauritius airway flight ask insurance document lovely flight issue every time fly ba bad experience promise never fly,United Kingdom,5/18/2022,1,TRUE
another dreadful mediocre experience ba malaga time boarding bus remote stand aircon flight wifi erratic guest ’ order food drink card payment system ’ work gave ordering finally malaga held allowed leave plane bag come first case caused plane go unbalanced really ’ one excuse another ba day,United Kingdom,5/18/2022,3,TRUE
basel johannesburg via london cancelled connection flight confusing ui still show cancelled booking booking never sent confirmation email new flight cant checkin could checkin online via app customer service nonexistent busy line 45min still one help check,Germany,5/11/2022,2,FALSE
low standard club europe cabin divider aircraft privacy separate cabin would expected aircraft properly cleaned athens full rubbish bag left seat pocket inflight information flight map long disappeared european route shame staff attentive though tried best,United Kingdom,5/11/2022,4,TRUE
flight affected recent problem ba quite impressed british airway premium economy product new boeing 787 overall premium economy turned premium clearly step economy towards business class also premium economy product came across much better boeing 787 old b747 even b777 seat comfortable nice leg room food service entertainment option good clearly worth extra money premium economy,United Kingdom,5/9/2022,8,TRUE
british airway continues decline customer service used love airline three poor experience back back regarding customer service phone flight change voucher recent experience cost 3000 originally booked due bad rep advice multiple call company even part executive club silver continue left hold age last week spent 6 hour phone seeking support rate lost trust,United States,5/8/2022,1,FALSE
flight lax lhr paid pick seat flight back lax saw 116 come account next day ’ adding booking day flight website tell longer booked seat seat paid sold someone else spent hour trying find way contact customer service first told dm airline twitter find extremely inappropriate still reached anyway unable find another way contact twitter told looking agent help never ended responding left message unread 6 hour waiting twitter dm back ended able find chat line website talking agent chat line informed sold seat another customer would book new seat however unable tell seat many people row frustrating conversation able book original seat soon tried pull booking british airway app unable find would enter booking reference site would say success booking would show refreshed page continued try add booking app would thing every time say success never add booking ’ able find chat line dm company twitter support issue ’ extremely frustrated,United Kingdom,5/5/2022,3,FALSE
amazing flight comfortable premium economy seat upgraded leg rest new aircraft staff friendly professional food great beyond expectation,United Arab Emirates,5/4/2022,10,TRUE
booked flight london paid month advance upgrade seat isle side exit row front cabin legroom upon checkin expensive upgrade given away someone else left choose miserable middle seat near toilet spent entire afternoon calling customer service call went automated system simply hang decides busy placed indefinite hold replete elevator music insincere guarantee call mattered greeted someone heavy accent low quality hard hear line 32 deaf sometimes would purposely hang said anything time would purposely hang stated plight managed persist hour end would hang purposely needing put hold speak supervisor end ba managed swindle hundred dollar booked another airline principle,United States,5/4/2022,2,TRUE
way home 3 week holiday uk 4 flight british airway 2 internal flight london edinburgh great due friendly staff complication however 2 long haul flight nightmare initial flight cape town heathrow full flight staff seemed overwhelmed ran certain food drink economy right back got leftover entertainment system also working board return flight heathrow cape town check process horrific booked expedia somehow return flight checked bag allowance didnt realise checked ended pay additional £85 bag told try manage booking app possible also spent 20 minute hold trying get ba customer service number luck asked speak someone person terminal 5 told customer service desk main ba terminal overall took u 2 hour get checked speaking 6 different staff member none could help also discrepancy baggage allowance friend traveling allowed 26kg paying add bag told overweight allowed 23kg bag 24kg compared flown airline never fly ba level service shocking compared would expect,Botswana,4/29/2022,1,FALSE
would like thank great service handicap family afraid trip flying alone layover london hour change terminal everything thanks great service trip amazing took great care made sure well throughout whole flight,Brazil,4/29/2022,10,TRUE
connected madrid iberia wrote scathing review awful long haul business class service british airway short haul business class totally different class cabin 10 row seat bc record staff met u door cheerful way sign highly professional way would continue look u throughout flight messaging cabin crew flight crew excellent food first class nothing much staff oh two member company offer different level sift hard service thought must ingrained ethic company british airway keep good work would better proper business class seat like european competitor overall made feel proud brit,Panama,4/28/2022,8,TRUE
flew dubrovnik heathrow 24th april 2022 check fast cleared security 15 minute made way lounge basic essential clean spacious boarding time came priority boarding first board welcomed cabin crew given wipe seated left le tme safety brief taxiing take airborne soon time drink meal service choice 3 main meal option good served friendly crew captain kept u informed progress journey arrived heathrow slightly early overall pleasant trip flying british airway,United Kingdom,4/27/2022,10,FALSE
always chosen make big deal poor service delay dirty aircraft packed lounge cabin crew etc experienced year lost patience airline paid almost £1k extra change return flight family get flight specific time ba cancelled placed u another flight almost 10 hour later option get available flight business class lounge lhr packed hardly space move aircraft filthy food wrapping paper seat floor seat uncomfortable food business class passenger included bread roll passed basket poor level hygiene overcrowding delay cancellation make worst airline endure,United Kingdom,4/24/2022,1,TRUE
business lounge closed pisa airport probably beyond control british airway closed since january least british airway could done would issued customer paid service voucher used airport complained ba compensation said would credit account 10000 avios point felt adequate compensation point felt ba handled situation prompt professional manner however seven week ago avios point added account called call centre multiple time one point put hold hour put right department phone answered told wrong department phone number read number calling scenario replayed probably twenty time clear ba intention resolving making customer go round circle give airline absolutely appalling way treat customer,United Kingdom,4/23/2022,1,TRUE
good friday flight delayed 5hours std 1250 atd 1800 durban south africa johannesburg announcement made approached time frame given simply didnt know aircraft towed hanger johannesburg crew arrived late aircraft filthy shall never fly comair includes kulula ba absolutely shocking service,South Africa,4/20/2022,1,FALSE
trip 4 flight included 4 flight delayed worst 2h15min also one flight cancelled rebooked 4h earlier flight loosing 4h short vacation explanation compensation given cancelled flight delay expected lot better earlier used ba good result really bad experience avoid using ba travel,Sweden,4/20/2022,1,FALSE
first time new club world suite excellent lot space privacy good seat doubt bettered good staff ever quibble food served ba need roll quickly,United Kingdom,4/20/2022,9,FALSE
incredible rude check staff british airway counter nice 16th april 2022 zero empathy towards struggling customer second situation happened arrived nice terminal 1 ba0262 13 april luggage make flight put detail delivery luggage arrived nice airport day received email avia partner lost found british airway partner 1314pm informing u luggage arrived nice multiple email back forth emphasis strongly expressing clothes shoe wear 3 short day monaco vital received luggage asap lady replied “ important ’ come pick airport send driver pick ” despite fact proper delivery address supplied beginning appalling experience,United Arab Emirates,4/16/2022,1,TRUE
booked business class flight qantas melbourne glasgow via london qantas fly heathrow british airway partner airline automatically booked ba heathrow glasgow booked flight october however 2 day due leave received email british airway advising flight heathrow glasgow cancelled help u email said however booked u another flight leaving london city airport 26 mile heathrow airport flight going edinburgh glasgow sure supposed get glasgow additionally economy business class even though booked business class originally booked one connecting flight british airway know travelled 22 hour australia mention email compensation change class additional travel cost getting another airport nothing possibly accepting flight given obviously never going work u contact detail british airway also sent email good friday even eventually find contact number office closed never experienced terrible customer service airline ever flow guarantee never fly british airway,Australia,4/15/2022,1,TRUE
service good cabin crew kind boarding quick aircraft size seat comfortable economy a380 wall still expanding outwards first floor lot space food good airplane food bad thing ife screen quite outdated wasnt good quality however large selection movie tv show,United Kingdom,4/14/2022,7,FALSE
total chaos departure immigration malaga airport boarding quick polite welcome cabin crew beverage cart take prompt followed lunch choice 3 entree food best described wholesome meeting quality level air france swiss lufthansa short haul business class meal menu still missing like many aspect experience ba cut lot covid reintroduced wouldnt mind european trip 2022 ba charging 3 time fare level 2019 overall value money poor wifi work start finish flight crew said worked way captain contacted london get fixed return ba becoming shambolic blaming far much covid time took responsibility failing,United Kingdom,4/12/2022,4,TRUE
shout help desk heathrow arrived late make flight lady 32 year exp great tough crowd deal kind helpful getting u place stay food eat flight home next day,United States,4/12/2022,10,FALSE
constantly amazed british airway continue get thing wrong pretty much though covered base last 15 year living uk watched decline great sadness flight paris exception flight late overcrowded managed disinterested staff sat tarmac full boarded one hour waited catering loaded front back left gobsmacked barely offer food service anyway small packet crisp even smaller bottle water 45 minute flight wondered thought good operational planning delay whole plane load passenger 6 people business class could speedily eat poor quality meal flight paris transpired 90 minute late missed meeting flying paris attend never,United Kingdom,4/11/2022,1,FALSE
short haul flight best crew final leg giving excellent service hope chose flight carefully booked flight club world suit ying yang arrangement still offer last minute aircraft changed put ying yang really pensioned age ago business class offer 4 across layout still squeeze 8 across take one long haul leisure trip year business class always lose point game take exception paid full non refundable basis allowed reserve seat point gained trip alone would allowed u bronze status given status trip useless u status would allowed u book seat 7 day prior departure still available rather 24 hour available long haul return flight unable book window seat boarding door closed window seat still vacant asked could move told fa would check nothing happened takeoff passenger moved economy seat judging interaction would bet someone staff travel think disgraceful full fare paying passenger treated like takeoff 1930 hr offered drink service supper told could order drink would delivered tray meal done meal would cold time ate summary would ever fly ba half chance going another airline,France,4/8/2022,3,TRUE
comfortable new suite flight great service good food crew wonderful new seat great except shoulder strap uncomfortable entertainment great wifi annoying cutting needing constant reconnecting generally positive experience,United States,4/7/2022,9,TRUE
british airway terrible airline ’ dealt caused family extreme stress disappointment tried week speak someone ’ make change online hang every time call driven despair treatment customer ’ check online application suck much ’ better trying code app ’ probably work better every time try check taken page say ’ verify document yet app website say ’ verified ready go upgrade pay upgrade say ’ guaranteed go check go airport online ’ work give different seat paid lower class offer nothing return hope never misfortune getting stuck flying british airway ever,United States,4/7/2022,1,TRUE
british airway terrible airline ’ ever dealt caused family extreme stress disappointment tried week speak someone ’ make change online hang every time call driven despair treatment customer choice cancel chance life time trip ’ booked 2 18 year old boy flying another airline would alone japan ba cancelled trip rebook online trip booked avios companion voucher,United Kingdom,4/6/2022,2,TRUE
ba getting real bashing forum thought id buck trend report virtually flawless experience short hop edi lcy ba8703 monday easy check decent lounge experience except amiable staff still forced serve behind barrier clean plane left time ridiculous amount legroom 2d bulkhead seat lot space 1a c reasonable cooked breakfast served attentive capable csm arrived 15 min earlier scheduled whats like overall experience vast majority ba experience last 25 year anyway thought would nice read positive review,United Kingdom,4/6/2022,9,FALSE
new club suite amazing let bed little firm pillow comfortable pillow ever used food ok better ba past understand put everything single tray ok cabin crew brilliant surprised dinner crew ’ come round beverage even bottled water ba really great hard product would suspect soft product improve covid restriction become le issue well done ba,United Kingdom,4/6/2022,8,FALSE
small plane busy route service good food ran lot option left good cabin crew ba actually really friendly,United Kingdom,4/4/2022,7,TRUE
ba continue charge premium disgusting service provided people shouldnt customer service tired dirty cramped aircraft 11 flight year one managed depart arrive destination ontime including 3 business class ticket cancelled alternative economy offered still refund 3 month flight late missed connection ba cancelled rest ticket leaving stranded u,United Kingdom,4/4/2022,1,TRUE
flew back ba0254 bridgetown heathrow old club class huge disappointment going new club class suite end awful yin yang seating cant come soon enough even tried pay ba extortionate prebooking rate seat none left choose even week ahead wife stuck middle 2 seat 4 13e f good job overnighter managed sleep bit climb neighbour often march film selection good particularly friendly fa insisted face mask must worn even though ba policy changed regarding flying back nonmask wearing destination ie london sort ba took 20 minute late big tailwind made time relatively smooth flight dinner bad breakfast fairly dire wife smoked salmon bagel dreadful usual ba good really good bad awful recommend hesitatingly come ba great pay lot premium seat,United Kingdom,4/4/2022,5,TRUE
worst budget airline ’ ever used far worse ryanair refuse fly even though ’ basically free ba charge 10x much budget worst service spent hour checking outdated computer crashed left u sat plane 2 hour ’ connect internet left 50 luggage behind would refund everyone ’ flight waited another 10 min luggage trolley arrive took three day return cost u £100s return ’ sat nearly two hour ’ sign luggage ’ know company incompetent ’ pursuing compensation free flight amex ’ using ’ worth going,United Kingdom,4/4/2022,1,FALSE
first actual flight fine staff 3 flight zrhlhr gvalhr lhrzrh first 2 economy absolutely fine chatty friendly credit company infrastructure however appalling zrhlhr impossible checkin online 2 staff checkin everyone 2 flight resulting mislabelled luggage hour delay sort gvalhr 25hrs late noone lhr tow aircraft gate lhrzrh 50mins late due slow gate staff even checkin online queue airport get actual boarding pas example reason sort stressed ground staff impossible recommend airline onboard 1010 getting onboard 110,Switzerland,4/3/2022,5,TRUE
flown economy ba year shock hard uncomfortable seat small aged tv screen limited inflight entertainment food service appalling 13hr plus flight sock eye shade ear plug amenity pack antibacterial wipe offered wifi advertised available flight paid premium money budget airline akin easy jet ryanair jetstar last time travelling ba 18 year flying ba really need buck service become flagship service used,Australia,4/3/2022,2,TRUE
flew barbados 16 march ba 255 new club class suite huge improvement old yin yang club class unfortunately endured way back comfortable big tv screen high quality picture good headphone plenty nook cranny storing small item private nice friendly fa called name pretty good drink service good dinner served let poor best choice movie inflight entertainment system thank goodness latest james bond movie showing took landed time smooth flight one letdown usual extortionate fee charged prebooking seat come ba stop nickel diming spoil could really good business class product already pay quite bit privilege recommend usual caveat,United Kingdom,4/2/2022,9,TRUE
poor flight cape town london chaos cape town airport passenger handling incredibly long queue get security passport control taking nearly two hour total arrived lounge somewhat frazzled happy find quiet area decent wine appropriate food choice break boarding flight boarding went well seated offered small half full glass champagne captain made announcement say aboard ahead schedule flight time would shorter scheduled unfortunately would mean arrival would early land due 600 lifting overnight jet ban heathrow would wait ground perhaps half hour big deal captain announced due issue heathrow could get compile necessary paperwork would delayed indefinite period delay uncertain duration one might hoped offering champagne beverage particularly business class forthcoming event take permitted quite soon crew distributed menu pa say change main course drink order taken pre dinner drink main course dinner choice wine dinner drink nut served circa 45 minute take case small measure white wine bottom pleasant decent sized tumbler husband another half glass champagne dinner arrived single tray small measure red wine tumbler food looked bland unappetising tasted cheese two small piece sitting greasy pool vinegary chutney top wine offered ask second glass provided individualised basis coffee served since hit mild turbulence flight 11 hour duration snack beverage offered prior breakfast provided separately passenger showed sign awake breakfast slightly edible dinner coffee tea offered individual mug orange juice available request cabin crew largely absent cabin except meal service must said extremely pleasant suitably responsive request individual item come british airway need better meet customer expectation compete airline similar route cost business class ticket passenger enjoying additional space seat comfort flatbed benefit economy ticket 25 price paid premium cabin time flying business class real treat longer case,United Kingdom,4/2/2022,4,FALSE
main complaint limited food served bland barely edible far worst ’ ever experienced compared airline used past staff friendly enough rarely seen meal snack offered flight different every airline used past 14 hour flying breakfast offered tiny cold stale ham cheese roll small plain yoghurt couple oreo ever decide fly suggest bring food certainly return flight never use british airway,United Kingdom,3/31/2022,2,FALSE
complete utter chaos heathrow yet surely ceo sean doyle must take responsibility step aside consistent continuous problem cause flight cancelled delayed queue first wing check 10am today 1 hour subsequent flight malaga 15 hr late leaving gate updated delay 3 time strangely one person apologised said sorry ba seems think normal practice nowadays emerald oneworld wish alternative ba become intolerable flying 55 year since beaboac day,United Kingdom,3/31/2022,1,TRUE
feb 25 2022 show airport 3 hour early flight dublin waited line 3 hour check luggage learn flight delayed another 3 hour connecting flight london trying go custom wouldnt let u boarding plane going happening 30 minute told u wait customer service line well hour found could gone custom connecting flight london dublin delayed hour however time told information door close next available flight dublin 227 late evening said forced stay night london talking british airway manager informed u ba would reimburse u hotel flight get dublin regardless airline clothes due losing bag excursion transportation due issue spend multiple day shopping clothes lost day booked explore country buy extra suitcase new clothes received went 4 day lost bag finally got home submitted claim like told within day declined asked contact talk somebody declined tried reach via social medium get passiveaggressive message refuse pay back new flight get dublin transportation airport london hotel london clothes buy lost bag 4 day extra luggage fee extra clothes buy customer support impossible get direct response,United States,3/30/2022,1,FALSE
british airway process upgrading 777 fleet new club suite ba59 16yrsold packedlikesardines club world product lounge cpt also bursting seam food order behind many passenger left time food arrived boarding surprised find menu amenity kit bottle water already placed storage drawer suspect another cynical timesaving initiative part ba frustratingly menu turned incorrect replacement dish probably worst ever encountered business class airline drink run cancelled without warning spurious basis passenger nut allergy hard avoid suspicion cabin crew economical truth apart rather turbulent ride flight otherwise uneventful arrival slightly ahead schedule baggage handling however atrociously slow,United Kingdom,3/29/2022,3,TRUE
flew funchal madeira yesterday madeira covid restriction entry yet ba asked u upload nh vaccination pass could check online received ok hour later husband ’ check online arrive heathrow 2 hour departure stood long queue check 3 desk open queue approx 100 traveller several people went break disappeared one desk open queue barely moving went complain various ba staff said manager told people coming one blonde lady walked around age shepherding traveller queue sitting desk another man later likewise making u wonder ’ simply worked desk beginning stood queue good hour almost running security queue thankfully moved quickly hurriedly bought sandwich walked departure gate stood bus plane whole experience extremely stressful took best part 2 hour time sit plane completely unnecessary able check online would happened husband ’ vaccination pas fine required madeira think system failure received email yesterday morning saying pas order even though ’ previously told could check online also unnecessary ba staffed desk properly queue would moved staff member told u ba laid lot staff lock begging return treated badly ’ want flight fine time given bag crisp bottle water fine nothing praise worthy,United Kingdom,3/29/2022,4,TRUE
absolutely bad experience british airway two booking past two year cancelled first one understand covid19 unexpected today got another surprise flight antalya may 2022 cancelled explanation given definitely book ever,United Kingdom,3/29/2022,1,TRUE
flew ba lhraus 7879 outbound leg back a3501000 return leg seat comfortable staff service inbound leg disappointing safety briefing missed lhraus route lhraus boarding time flight flew time landed time auslhr boarding one hour late left hour late landed one hour late food quality leg fit human consumption wife ordered veg meal served cold leg flight entertainment outbound leg bad 23 screen working return leg worked fine due a3501000 brand new good quality sleep leg good check lhr flawless without incident check au rotten queued number 4 line waited 1 hour staff check u clear staff quality austin poor passenger appear passenger locator form ready verifly app ready vaccine detail ready looked business premium economy class leg paying business class premium economy appear worth baggage received fine au lhr latter took age return option another airline would fly ba,United Kingdom,3/27/2022,2,FALSE
food awful night early morning flight started offer terrible chicken wrap thing terrible went traditional breakfast disgusting sausage inedible hash brown rubbish ba,United Kingdom,3/25/2022,4,FALSE
really ’ believe audacity call first class check staff singapore abrupt unhelpful official ba lounge singapore closed ’ using cheap generic alternative anyone pay twenty pound go suffice say pleasant onboard like middle bad comedy sketch believe two stewardess ever first class training ask slipper first drink took nearly hour arrive despite 8 passenger serve two poor woman sat next ordered wine came filled brim mean ’ first class student house party neither knowledge wine menu food awful steak dry cooked tough whichever catering manger signed canapé soggy mushroom top chunk polenta sacked immediately say cheese port nice however worst thing constant galley noise cart stowage immediately front seat 1k night appeared incapable shutting without slamming also seemed stored personal belonging bin immediately seat ’ well say seat well designed personally ’ happy club would never first,United Kingdom,3/19/2022,3,TRUE
london dubai family 6 kid 10 6 year old savvy traveler many holiday excited ba first time disappointment became desperation eaten anything since dublin morning 7am time eat lhr thought well get something usually around 1 hour flight 35 hour take served food food fine nothing special issue beverage attention kid youd expect many airline even kid book would good movie outdated already watched overall medium experience,United Kingdom,3/18/2022,3,TRUE
one would think number crisis ba incurs would emergency planning fine art last flew ba may 2017 yes weekend last one crisis swore never ended purchasing ticket aug 2018 bologna ba cancelled flight covid hit ended voucher fast forward feb 26th 2022 received message 530am 30mins lhr flight cancelled arrived airport everyone else wandering seeking answer staff either told go online bit difficult ba system ring ba ha ha go home helpful live two hour lhr miracle app sprung life managed get one last 10 seat evening flight sat arrival coffee shop soon ran seat 1200 midday u trying get airside use lounge one allowed departure two hour prior flight supposedly crowd pointed ba provided refreshment told put claim eventually got departure made security ba customer service note oxymoron consistent queue 20 people ba still cancellingrearranging flight passenger airside boarded flight 45mins late sat tarmac pilot told u delay trying reconcile luggage took given one small bottle water cereal bar fivehour flight purport topclass airline fact ryanair finesse staff fine miserable treated badly like remind best difficult situation well passenger aircraft cramped worn reluctant use egyptair flew home new aircraft good entertainment system provided hot meal snack price ba ticket earth ba justify price management sacked ultimately blame ruination airline,United Kingdom,3/17/2022,1,TRUE
never use ba long haul flight experience flight lhrmle ’ bad apart screaming child return ’ good experience ’ provided drink boarded forgotten happened time flight think crew premium economy young experienced leaving experienced one businessfirst actually think ba care businessfirst customer cabin getting larger class ran food choice 8 row back cabin ’ large cabin ran wine straight food service food 7hrs apart couple biscuit one go get kitchen ’ fed 15hrs landed 115hr flight soggy roll containing 2 slice cucumber 2 slice tomato ba ’ care anymore little people,United Kingdom,3/16/2022,4,FALSE
british airway getting worse worse flight 8 min late luggage taking hour arrive communication whatsoever anyone cant reached phone answer delay email app crashing time change aircraft without notice even pay seat staff say nothing,United Kingdom,3/11/2022,1,TRUE
paid 3 business class seat london new york got downgraded airport check overbooked business class ’ even provide compensation refund told call customer service submit form unbelievable unacceptable never,United States,3/11/2022,1,TRUE
absolutely shambolic customer service lounge heathrow outdated service terrible waited hour chosen fooddrink order brought ended getting told board product average,United Kingdom,3/6/2022,2,TRUE
flight back athens different airline delayed causing u miss first flight home understand required help due delayed flight different airline whats worse went ahead canceled ticket connecting flight would able make based another flight found causing u buy much expensive ticket home resulted u overnight layover buy hotel room top ridiculously expensive last minute ticket absolute worst customer service ever dealt never flying,United States,3/6/2022,1,TRUE
flight took two hour late described shamble airport airbridge aircraft acceptable aircraft better outbound flight screen small serving 23rd cabin first choice vegetarian dish chicken dish economy cabin airline must know vegetarian order meal include choice also offer roll hamcheese breakfast 12 hour flight cost saving hot breakfast offered 90 minute connecting flight due late arrival made staff aware whilst let others passenger flight first staff assist getting u flight struggle get connecting flight arriving glasgow got txt say bag make flight first time using ba premium likely last,United Kingdom,3/5/2022,6,TRUE
mistake booking made ba got email say contact u discus took 30 contact attempt spanning 7 hour still resolved absolutely shambolic customer support ever experienced still waiting call back promised 2 week ago,United Kingdom,3/4/2022,1,TRUE
economy cabin surprisingly underpopulated flight 30 passenger business class threequarters full boarding therefore mercifully quick takeoff schedule sadly ba59 make use old club world product seems like step back time experiencing new club suite ba4243 good point old club world drawer capable taking laptop comfortable seat flat embarrassment tiny poorly responsive screen almost beyond belief service perfunctory meal service conformed current overly cautious postcovid requirement everything served time mean meal done relatively speedily lacklustre experience contrast ba competitor smack continued costcutting queue three toilet business class unacceptable time limited attention paid keeping clean arrival schedule covid paperwork processing meant hour able collect baggage,United Kingdom,3/3/2022,5,TRUE
british airway continues go downhill flew business class experience like economy 20 year ago except glass champagne packed full 3x3 seat issue day even ’ seat pitch width economy gone little pretend table middle seat give illusion style food dreadful flight service unsophisticated ba used acceptable european business class ’ european airline offer much better flight experience business class comparison ba taking premium frequent flyer granted treating u like mug miss politeness old ba business class around 5 year ago used look forward small gesture like hanging coat giving hot towel nice food served galley rather manky trolley covid reason year cost cutting result dreadful,United Kingdom,3/2/2022,5,TRUE
outstanding warm smiling welcome board flight excellent flight crew friendly attentive professional detailed announcement flight deck well food wine good indeed premium economy product ba also good comfortable seat foot leg rest decent recline fr superior airline atlantic route,United Kingdom,2/28/2022,9,TRUE
british airway scrapped mandatory wearing face mask onboard flight although pretend publicly policy remains ba454 london malaga 25th february across 6 visible row around 7 24 passenger wearing face mask one long meal drink service cleared remained like landed deplaned cabin crew frequently aisle word said non compliant passenger left aircraft staff bidding farewell guess scared remind people follow rule,United Kingdom,2/26/2022,5,TRUE
ba got wrong 6 hour delay food voucher 4 pound information advice staff serve waiting passenger attitude towards passenger one dispensable commodity,Greece,2/21/2022,1,TRUE
another episode unmitigated shamble come customer service day storm eunice english half term holiday getting underway make allowance accept could delay fact compounded late cancellation raft flight domestic european destination evening saturday 19 february operational reason pitiful could rebook via ba ’ website instead passenger compelled queue gate a17 lhr possibly rebook provided accommodation overnight ba cabin crew helpful customer service south lounge simply directed passenger ever growing queue a17 disgrace,United Kingdom,2/20/2022,1,FALSE
check iad quick easy lounge washington ba lounge good sound pre flight food offering overnight flight flight time boarded promptly eaten opted sleep full dinner breakfast service wanted slept well time arrival quickly made t5 arrival lounge excellent,United Kingdom,2/19/2022,10,TRUE
old plane poor food minimal leg room economy check procedure online work fellow traveller special meal request given week advance food allergy ignored spoke ba customer service representative soon landed heathrow said could help referred telephone line said referred online complaint form trying week raise concern food allergy prevent happening others reply via complaint website twitter telephone hotline also currently unavailable,United Kingdom,2/18/2022,1,TRUE
booked ba return flight one hour way club class paying 700 euro 2 person asked pay 96 euro choose seat business full business class ticket fee seat disengaged management model,United Arab Emirates,2/13/2022,2,FALSE
ba got everything right allowed evening check allowed lot time staff help paperwork needed travel u day travel half term airport busy spite security lounge 5 minute lounge clean staff proactive food served quickly good range drink easy transfer c gate aircraft ready boarding quick well organised pre departure drink served cabin crew excellent provided good service food new club world menu option roast beef excellent although older club world product clean well maintained time arrival baggage fast overall excellent flight feel like ba improving offering time many provider use covid excuse service cut back well done,United Kingdom,2/13/2022,10,TRUE
appalling customer service cancelled flight rebooked u confirmed change hotel reservation part inclusive booking hour hour telephone response get recorded message say cant take call dont respond email sent complaint line,United Kingdom,2/11/2022,1,TRUE
past novemberdecember flew washingtonlondon return strength trip first two year inflight service quality appears pretty much returned prepandemic status quo ante cabin clean well maintained seat comfortable food drink good including tasty hertfordshire roast pork return leg ba cabin crew remain best business one number booking rebook number time due flight cancellation contrary experience many rebookings handled courteously thoroughly although number lengthy wait hold present circumstance thats expected good see everyday product held well amid dreadful time im looking forward future trip ba,United States,2/8/2022,10,TRUE
best experience ever airline initial flight dubai canceled royal air maroc find new flight last minute found booking extremely simple unfortunately cancel flight day departure called customer service waited 20 minute could speak someone within 15 minute flight canceled offered full refund person line extremely nice understanding willing help u never dealt nice employee airline got full refund credit card day usually chose cheapest flight ticket regardless airline ’ definitely make sure check british airway first,Canada,2/8/2022,10,TRUE
ba cancelled original return flight rebooked u day later issue enjoyed extra day holiday others might flexible however overlooked rebooking connecting flight lhr fortunate still space flight checked atl aircraft newish excellent condition flight around 50 capacity service excellent staff friendly efficient dinner good breakfast disappointing little choice lhr bhd leg equally good beginning think ba getting mojo back,United Kingdom,2/1/2022,8,FALSE
boarding slow uncomfortable account lack aircon gate club suite cabin 34 full rest plane cant much 20 occupancy whether reason cabin crew flight cut bare minimum hard say certainly work hard covering multiple cabin despite drink food service business efficient current policy serving course meant dinner done dusted two hour takeoff real bonus nighttime flight however quality food remains mediocre best pasta dish almost inedible club suite big improvement ancient cw product although storage funny arrangement tiny compartment invite losing smartphone two one definitely miss drawer foot level old cw large screen really improves viewing experience whole ife system much responsive new seat dont significantly aid sleeping particularly there obvious ridge level base spine waking two hour touchdown definitely recommended order get breakfast avoid usual queue toilet performance flight deck usual high standard arrival twenty minute ahead schedule progress border control speedy baggage collection delayed unspecified reason overall good flight,United Kingdom,1/25/2022,8,TRUE
unfortunately flown new club world cabin time incredibly old plane good cabin crew tried make trip pleasant possible bad inflight entertainment screen unwatchable worked wife ’ ’ post ipad era ’ live food okay without anything special served apparently crew explained shortage staff ’ afraid ba lot regain standing aviation world competition fierce sit laurel,United Kingdom,1/25/2022,5,TRUE
utterly appalling company weve flown two time time disaster first time return flight delayed 24 hour nobody gate tell u large group passenger roam round dubai airport looking ba staff none eventually another airline told u go unmarked stair angry person told u fault given letter letter put u bus terminal arrived nobody greet u literally left yet contact another airline managed find u transport hotel got told full couldnt choose room given terrible dirty cramped room several time throughout night called tell u flight moved eventually got board next day tray table broken window blind didnt get meal compensation offered second time need reschedule flight website assured fine provided link needed phone need phone ba dont even bother trying never got speak anyone ended booking hotel wait flight rather rescheduling food terrible meagre portion given infrequently sandwich inedible,United Kingdom,1/19/2022,1,FALSE
past 2 year flown british airway twice ended exact predicament wait around day london heathrow 1 hour flight home newcastle holiday plane staff fantastic customer service staff heathrow useless first time february 2020 got stuck heathrow due storm ciara travelling home work airline fault however handling situation staff airport joke 4 5 staff ran kiosk queue 100 unhappy traveller whilst could set mini kiosk unused gate get everyone quicker crowd control one point queuing 2 hour plus staff decided shut shop end 12 hour battle lucky enough get home last flight day sheer luck finally spoke someone november 2021 decided give ba second chance booked go new york since plane landed late lhr missed connecting flight could avoided staff heathrow assisted held plane short rushed custom manage make gate 5 minute spare plane still terminal since taken luggage flight told go service desk refused let since moved later flight layover 10 hour got guest service £12 food voucher spend phone number thought complaint hold 20 minute found complaint considering fact could avoidable assistance given food voucher £12 seemed really cheap day got home raised complaint expressing annoyed waited month response chasing find complaint staff working got response said wanted 2025 back holiday got apology told staff heathrow better term good compensation offered nothing,United Kingdom,1/12/2022,3,FALSE
